Date,Site ID,Site,Protection status,Substrate,Transect number,Transect area,Depth,Rugosity,Heading,Species code,Species name,Diet,Guild,Size,Count,aL,bL,a,b
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,5,1,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,5,3,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,6,1,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,6,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,15,2,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,15,4,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,2,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,17,2,0,0.9823,0.0173,3.156
3/5/19,HPU3,Hanauma,Protected,Uncolonized hardbottom,3,125,3,12.12,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,18,1,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,1,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,3,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,1,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,1,0,0.9823,0.0173,3.156
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,ACTR,Acanthurus triostegus,Herbivore,Grazer,18,2,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,3,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,9,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,9,2,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,3,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,8,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,11,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,4,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,3,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,15,2,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,1,0,0.9823,0.0173,3.156
3/5/19,HPU5,Hanauma,Protected,Uncolonized hardbottom,5,125,3,14.73,270,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,2,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,3,3,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,4,2,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,5,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,5,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,6,4,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,3,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,8,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,9,4,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,3,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,6,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,11,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,11,4,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,3,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,6,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,7,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,6,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,5,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,18,1,0,0.9823,0.0173,3.156
3/5/19,HPU6,Hanauma,Protected,Uncolonized hardbottom,6,125,3,13.11,10,ACTR,Acanthurus triostegus,Herbivore,Grazer,18,4,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,2,1,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,3,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,9,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,6,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,3,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,5,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,1,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,2,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/5/19,HPU7,Hanauma,Protected,Uncolonized hardbottom,7,125,6,13.86,135,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,1,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,6,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,11,3,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,8,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,4,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,3,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,18,2,0,0.9823,0.0173,3.156
3/5/19,HPU8,Hanauma,Protected,Uncolonized hardbottom,8,125,4,12.24,230,ACTR,Acanthurus triostegus,Herbivore,Grazer,21,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,2,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,5,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,3,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,5,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,3,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,4,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,1,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/5/19,HPU9,Hanauma,Protected,Uncolonized hardbottom,9,125,5,15.04,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,1,0,0.9823,0.0173,3.156
3/16/19,HUC1,Hanauma,Unprotected,Colonized hardbottom,1,125,26,12.96,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
3/16/19,HUC1,Hanauma,Unprotected,Colonized hardbottom,1,125,26,12.96,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,3,0,0.9823,0.0173,3.156
3/16/19,HUC1,Hanauma,Unprotected,Colonized hardbottom,1,125,26,12.96,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
3/16/19,HUC2,Hanauma,Unprotected,Colonized hardbottom,2,125,18,13.18,90,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
3/16/19,HUC2,Hanauma,Unprotected,Colonized hardbottom,2,125,18,13.18,90,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,5,0,0.9823,0.0173,3.156
3/16/19,HUC2,Hanauma,Unprotected,Colonized hardbottom,2,125,18,13.18,90,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,4,0,0.9823,0.0173,3.156
3/16/19,HUC2,Hanauma,Unprotected,Colonized hardbottom,2,125,18,13.18,90,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
3/16/19,HUC2,Hanauma,Unprotected,Colonized hardbottom,2,125,18,13.18,90,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/16/19,HUC2,Hanauma,Unprotected,Colonized hardbottom,2,125,18,13.18,90,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,1,0,0.9823,0.0173,3.156
3/16/19,HUC3,Hanauma,Unprotected,Colonized hardbottom,3,125,17,13.26,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,3,0,0.9823,0.0173,3.156
3/16/19,HUC3,Hanauma,Unprotected,Colonized hardbottom,3,125,17,13.26,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,12,0,0.9823,0.0173,3.156
3/16/19,HUC3,Hanauma,Unprotected,Colonized hardbottom,3,125,17,13.26,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/16/19,HUC4,Hanauma,Unprotected,Colonized hardbottom,4,125,15,13.23,190,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,3,0,0.9823,0.0173,3.156
3/16/19,HUC4,Hanauma,Unprotected,Colonized hardbottom,4,125,15,13.23,190,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
3/16/19,HUC4,Hanauma,Unprotected,Colonized hardbottom,4,125,15,13.23,190,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,4,0,0.9823,0.0173,3.156
3/16/19,HUC4,Hanauma,Unprotected,Colonized hardbottom,4,125,15,13.23,190,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/16/19,HUC4,Hanauma,Unprotected,Colonized hardbottom,4,125,15,13.23,190,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
3/23/19,HUC7,Hanauma,Unprotected,Colonized hardbottom,7,125,15,20.83,0,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,2,0,0.9823,0.0173,3.156
3/15/19,HUU3,Hanauma,Unprotected,Uncolonized hardbottom,3,125,6,12.06,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,4,1,0,0.9823,0.0173,3.156
3/15/19,HUU3,Hanauma,Unprotected,Uncolonized hardbottom,3,125,6,12.06,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,6,1,0,0.9823,0.0173,3.156
3/15/19,HUU3,Hanauma,Unprotected,Uncolonized hardbottom,3,125,6,12.06,60,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
3/15/19,HUU4,Hanauma,Unprotected,Uncolonized hardbottom,4,125,5,12.84,190,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
3/17/19,HUU5,Hanauma,Unprotected,Uncolonized hardbottom,5,125,7,12.85,65,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,3,0,0.9823,0.0173,3.156
3/17/19,HUU5,Hanauma,Unprotected,Uncolonized hardbottom,5,125,7,12.85,65,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,1,0,0.9823,0.0173,3.156
8/5/18,KPC10,Kaneohe,Protected,Colonized hardbottom,10,125,11,26.2,240,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
7/27/18,KPC2,Kaneohe,Protected,Colonized hardbottom,2,125,16,13.9,120,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,5,0,0.9823,0.0173,3.156
7/27/18,KPC2,Kaneohe,Protected,Colonized hardbottom,2,125,16,13.9,120,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,3,0,0.9823,0.0173,3.156
7/27/18,KPC2,Kaneohe,Protected,Colonized hardbottom,2,125,16,13.9,120,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,7,0,0.9823,0.0173,3.156
7/27/18,KPC2,Kaneohe,Protected,Colonized hardbottom,2,125,16,13.9,120,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,18,0,0.9823,0.0173,3.156
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACTR,Acanthurus triostegus,Herbivore,Grazer,4,1,0,0.9823,0.0173,3.156
8/5/18,KPC6,Kaneohe,Protected,Colonized hardbottom,6,125,4,14.6,335,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,3,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,4,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,5,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,6,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,6,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,8,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,1,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,2,0,0.9823,0.0173,3.156
8/5/18,KPC7,Kaneohe,Protected,Colonized hardbottom,7,125,4,16.4,215,ACTR,Acanthurus triostegus,Herbivore,Grazer,15,1,0,0.9823,0.0173,3.156
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACTR,Acanthurus triostegus,Herbivore,Grazer,3,2,0,0.9823,0.0173,3.156
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACTR,Acanthurus triostegus,Herbivore,Grazer,11,1,0,0.9823,0.0173,3.156
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
8/5/18,KPC8,Kaneohe,Protected,Colonized hardbottom,8,125,8,23.4,310,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,3,0,0.9823,0.0173,3.156
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,2,0,0.9823,0.0173,3.156
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACTR,Acanthurus triostegus,Herbivore,Grazer,15,1,0,0.9823,0.0173,3.156
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACTR,Acanthurus triostegus,Herbivore,Grazer,15,3,0,0.9823,0.0173,3.156
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,2,0,0.9823,0.0173,3.156
8/5/18,KPC9,Kaneohe,Protected,Colonized hardbottom,9,125,11,23.3,185,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,3,0,0.9823,0.0173,3.156
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,10,15,0,0.9823,0.0173,3.156
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,11,10,0,0.9823,0.0173,3.156
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,12,1,0,0.9823,0.0173,3.156
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,13,8,0,0.9823,0.0173,3.156
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,14,8,0,0.9823,0.0173,3.156
7/29/18,KPU10,Kaneohe,Protected,Uncolonized hardbottom,10,125,15,22.1,150,ACTR,Acanthurus triostegus,Herbivore,Grazer,16,4,0,0.9823,0.0173,3.156
